UIN,INCIDENT_MONTH,INCIDENT_YEAR,VICTIM_INJURY,STATE,LOCATION,LATITUDE,LONGITUDE,SITE_CATEGORY,SITE_CATEGORY_COMMENT,SHARK_COMMON_NAME,SHARK_SCIENTIFIC_NAME,SHARK_IDENTIFICATION_METHOD,SHARK_IDENTIFICATION_SOURCE,SHARK_LENGTH_M,BASIS_FOR_LENGTH,PROVOKED_UNPROVOKED,PROVOCATIVE_ACT,NO_SHARKS,VICTIM_ACTIVITY,FISH_SPEARED,COMMERCIAL_DIVE_ACTIVITY,OBJECT_OF_BITE,PRESENT_AT_TIME_OF_BITE,DIRECTION_FIRST_STRIKE,SHARK_BEHAVIOUR,VICTIM_AWARE_OF_SHARK,SHARK_CAPTURED,INJURY_LOCATION,INJURY_SEVERITY,VICTIM_GENDER,VICTIM_AGE,VICTIM_CLOTHING,CLOTHING_COVERAGE,DOMINANT_CLOTHING_COLOUR,OTHER_CLOTHING_COLOUR,CLOTHING_PATTERN,FIN_COLOUR,DIVERSIONARY_ACTION_TAKEN,DIVERSIONARY_ACTION_OUTCOME,PEOPLE_LESS_THAN_3M,PEOPLE_3_TO_15M,TIME_OF_INCIDENT,DEPTH_OF_INCIDENT_M,TEETH_RECOVERED,TIME_IN_WATER_MIN,WATER_TEMPERATURE_C,TOTAL_WATER_DEPTH_M,WATER_VISIBILITY_M,DISTANCE_TO_SHORE_M,TIDAL_CYCLE,WIND_CONDITION,WEATHER_CONDITION,AIR_TEMPERATURE_C,PERSONAL_PROTECTIVE_DEVICE,DETERRENT_BRAND_TYPE,DATA_SOURCE,REFERENCE,
291,June,1930,Fatal,QLD,"torres strait, mabuiag island",-9.95,142.1833333,island open ocean,,Tiger Shark,Galeocerdo cuvier ,"bite analysis, shark behaviour, geographical location",,,,unprovoked,,,swimming,,,,,,,N,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,book,whitely.,
292,July,1930,Fatal,QLD,"torres strait, badu island",-10.25,142.1,island open ocean,,Tiger Shark,Galeocerdo cuvier ,"bite analysis, shark behaviour, geographical location",,,,provoked,,,snorkelling,,Y,,,,,Y,,,,Male,16,,,,,,,,,,,,0,,,,,,,,,,,,,media outlet,courier mail 14.1.1950,
293,August,1930,Injured,WA,geraldton,-28.76666667,114.6,coastal,,Wobbegong,Orectolobidae,"bite analysis, shark behaviour, geographical location",,0.6,witness/victim,provoked,enticed shark,1,fishing,,,,,,bit victim on leg,,,leg,other: teeth marks,Male,,,,,,,,hit shark with rod,,,,,,,,,,,,,,,,,,media outlet,the west australian 3.9.1930,
294,December,1930,Injured,NSW,"homebush bay, parramatta river, sydney",-33.83333333,151.0666667,river,,Bull Shark,Carcharhinus leucas,"bite analysis, shark behaviour, geographical location",,,,unprovoked,,1,swimming,,,,,,bumped victim with nose,N,,torso,abrasion,Male,49,,,,,,,splashed water,,,,,,,,,,,,,,,,,,media outlet,"sharpe, green. the canberra times 27.12.1930",
295,January,1931,Injured,NSW,"spit bridge, middle harbour sydney",-33.8,151.2333333,estuary/harbour,,Wobbegong,Orectolobidae,"bite analysis, shark behaviour, geographical location",,,,provoked,"enticed shark, physical contact",1,fishing,,,,catch,,bit victim on foot,,,foot,minor lacerations,Male,,,,,,,,,,,,,,,,,,,1,,,,,,,media outlet,"geraldton guardian 12.1.1931, smh 10.1.1931",
296,January,1931,Injured,QLD,yeppoon,-23.11666667,150.7333333,coastal,,Tiger Shark,Galeocerdo cuvier ,"bite analysis, shark behaviour, geographical location",,1.5,witness/victim,unprovoked,,1,swimming,,,,swimming,,bit victim on torso,N,,torso,minor lacerations,Male,18,,,,,,,pushed fingers in sharks eyes,,,,1600,0,,,,,,600,,,,,,,media outlet,"green, whitely, morning bulletin 9.1.1931",
297,January,1931,Injured,QLD,torres strait,-10.58333333,142.2166667,island open ocean,,Tiger Shark,Galeocerdo cuvier ,"bite analysis, shark behaviour, geographical location",,,,provoked,,,snorkelling,,Y,,,,,N,,"leg, pelvic region",major lacerations,Male,,,,,,,,,,,,,,,,,,,,,,,,,,book,shark&survul.,
298,January,1931,Injured,QLD,"thursday island, torre strait",-10.56666667,142.2166667,island open ocean,,Tiger Shark,Galeocerdo cuvier ,"bite analysis, shark behaviour, geographical location",,,,provoked,,1,snorkelling,,Y,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,book,whitely book 1940 page 262,
299,March,1931,Fatal,QLD,"townsville, ross creek",-19.45,146.6,estuary/harbour,,Bull Shark,Carcharhinus leucas,"bite analysis, shark behaviour",,,,provoked,enticed shark,1,swimming,,,,"catch, baitfish",,bit victim on leg,N,,thigh,major lacerations,Male,19,,,,,,,,,,,,1.2,,,,1.2,,,,,,,,,media outlet,"sharpe, green, argus 23.3.1931",
300,November,1931,Injured,QLD,innisfail,-17.53333333,146.0166667,coastal,,Tiger Shark,Galeocerdo cuvier ,"bite analysis, shark behaviour, geographical location",,4,,provoked,,1,snorkelling,,Y,,,,,N,,leg,major lacerations,Male,,,,,,,,,,,,,,,,,,,,,,,,,,media outlet,"green, whitely, argus 28.11.1931.",
301,January,1932,Injured,QLD,"brisbane river, bremer river",-27.6,152.7666667,river,,Bull Shark,Carcharhinus leucas,"bite analysis, shark behaviour, geographical location",,,,unprovoked,,1,swimming,,,,,,bit victim on leg,,,thigh,minor lacerations,Male,,,,,,,,,,,,,,,,,,,,,,,,,,media outlet,brisbane courier 28.1.1932,
302,February,1932,Injured,QLD,calliope river,-23.83333333,151.2166667,river,,Bull Shark,Carcharhinus leucas,"bite analysis, shark behaviour, geographical location",,,,provoked,,1,fishing,,,,commotion/splashing,,bit foot,,,foot,minor lacerations,Male,,,,,,,,,,,,,,,,,1,,,,,,,,,media outlet,central queensland herald 11.8.1932,
303,February,1932,Injured,NSW,bellambi jetty,-34.36666667,150.9166667,coastal,,Wobbegong,Orectolobidae,"bite analysis, shark behaviour, geographical location",,,,provoked,enticed shark,1,fishing,,,,catch,,bit foot,,,foot,minor lacerations,Male,,,,,,,,,,,,,1,,,,,,,,,,,,,media outlet,illawarra mercury 26.2.1932,
304,May,1932,Injured,QLD,cairns,-16.91666667,145.7666667,coastal,,Tiger Shark,Galeocerdo cuvier ,"bite analysis, shark behaviour, geographical location",,,,provoked,,,snorkelling,,Y,,,,,N,,arm,major lacerations,Male,,,,,,,,,,,,,,,,,,,,,,,,,,book,"green, shark&survl, whitely.",
305,May,1932,Fatal,QLD,"torres strait, warrior reef",-9.4,142.6666667,island open ocean,,Tiger Shark,Galeocerdo cuvier ,"bite analysis, shark behaviour, geographical location",,,,unprovoked,,,swimming,,,,,,,N,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,book,"green, shark&survl.",
306,August,1932,Injured,QLD,"thursday island, torre strait",-10.56666667,142.2166667,island open ocean,,Tiger Shark,Galeocerdo cuvier ,"bite analysis, shark behaviour, geographical location",,,,unprovoked,,,swimming,,,,,,,N,,"leg, pelvic region",major lacerations,Male,,,,,,,,,,,,,,,,,,,,,,,,,,book,"sharks & survival, whitely.",
307,October,1932,Injured,NSW,"redhead beach, newcastle",-33,151.7166667,coastal,,Great White Shark,Carcharodon carcharias ,"bite analysis, shark behaviour, geographical location",,4,bite radius estimation,unprovoked,,1,swimming,,,,,,bit victim on body,N,,torso,minor lacerations,Male,24,,,,,,,hit shark with fist,,,,1100,,,,19,,,75,,windy,,,,,media outlet,"coppleson, green, ndsl journal, newspaper 1.11.1932",
308,December,1932,Injured,NT,arnhem land (coastal area),-11.93333333,132.6166667,coastal,,Tiger Shark,Galeocerdo cuvier ,"bite analysis, shark behaviour, geographical location",,,,unprovoked,,,swimming,,,,,,bit victim on leg,,,leg,major lacerations,Male,,,,,,,,,,,,,,,,,,,,,,,,,,media outlet,sunday times (perth) 11.12.1932,
309,January,1933,Fatal,QLD,"townsville, strand beach",-19.25,146.8166667,coastal,,Tiger Shark,Galeocerdo cuvier ,"bite analysis, shark behaviour",,,,unprovoked,,1,swimming,,,,,,bit victim,Y,,torso,major lacerations,Male,38,,,,,,,,,,,,1,,,,1,,200,,,,,,,media outlet,"green, whitely, argus 5.1.1933.",
310,February,1933,Uninjured,WA,"swan river, pelican rock",-31.96666667,115.85,river,,Bull Shark,Carcharhinus leucas,"shark behaviour, geographical location, direct observation",,2.1,other: media report,provoked,,1,fishing,,Y,,fishing,,rushed at fisherman,,,other: uninjured,,Male,,,,,,,,,,,,,1.5,,,,1.5,,,,,,,,,media outlet,bowen independent 10.2.1933,
311,February,1933,Injured,QLD,"barrow point, 100km north of cooktown",-14.15,144.5,coastal,,Tiger Shark,Galeocerdo cuvier ,direct observation,,4.2,witness/victim,provoked,enticed shark,1,snorkelling,,Y,,snorkelling,,bit victim on arm,N,,"arm, shoulder",major lacerations,Male,,,,,,,,pushed shark away,,,,,4,,,,,,,,,,,,,media outlet,"green, shark&survl, whitely, brisbane courier 18.2.1933",
312,March,1933,Injured,QLD,mackay (50 miles off - gbr),-20.96666667,149.75,ocean/pelagic,,Tiger Shark,Galeocerdo cuvier ,,other: report,2.1,other: report,provoked,,1,snorkelling,,Y,,,,bite to leg,,,leg,major lacerations,Male,,,,,,,,,,,,,,,,,,,,,,,,,,media outlet,maryborough chronicle 6.4.1933,
313,June,1933,Uninjured,NT,"darwin, fanny bay",-12.45,130.8333333,coastal,,,,,,,,provoked,,1,fishing,,Y,,fishing,,rushed at fisherman,,Y,other: uninjured,,Male,,,,,,,,ran from shallow water,,,,,0,,,,1,,,,,,,,,media outlet,"argus 28.6.1933, northern standard 27.6.1933",
314,June,1933,Injured,QLD,"currumbin creek, currumbin",-28.13333333,153.4666667,estuary/harbour,,Bull Shark,Carcharhinus leucas,"bite analysis, shark behaviour, geographical location",,,,unprovoked,,1,swimming,,,,,,grazed victim on leg,,,leg,abrasion,Male,,,,,,,,,,,,,,,,,,,,,,,,,,media outlet,smh 13.6.1933,
315,July,1933,Uninjured,WA,broome,-17.96666667,122.1666667,coastal,,Tiger Shark,Galeocerdo cuvier ,"shark behaviour, geographical location, direct observation",,,,provoked,,1,diving,,Y,,,,bit divers suit,,,other: uninjured,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,media outlet,the canberra times 6.7.1933,
316,September,1933,Fatal,QLD,"thursday island, torre strait",-10.56666667,142.2166667,island open ocean,,Tiger Shark,Galeocerdo cuvier ,direct observation,,,,provoked,enticed shark,1,snorkelling,,Y,,"catch, scuba diving",,bit victim on leg,N,,thigh,major lacerations,Male,,,,,,,,,,,,,0,,,,,,,,,,,,,media outlet,"western herald 5.9.1933, cairns post 29.11.1933",
317,October,1933,Injured,QLD,"barrow point, 100 km north of cooktown",-14.15,144.5,coastal,,Tiger Shark,Galeocerdo cuvier ,,other: report,,,provoked,,1,snorkelling,,Y,,,,,N,,"arm, hand",major lacerations,Male,17,,,,,,,,,,,,,,,,,,,,,,,,,media outlet,"green, shark&survl, courier mail 25.10.1933",
318,October,1933,Injured,NSW,evans head,-29.1,153.4333333,coastal,,Wobbegong,Orectolobidae,"bite analysis, shark behaviour, geographical location",,,,provoked,physical contact,1,swimming,,,,,,bit foot,,,foot,minor lacerations,Male,,,,,,,,,,,,,,,,,1,,,,,,,,,media outlet,northern star 4.10.1933,
319,January,1934,Injured,NSW,"georges river,",-33.98333333,151.0666667,river,,Bull Shark,Carcharhinus leucas,"bite analysis, shark behaviour, geographical location",,3,other: media report,unprovoked,,1,swimming,,,,"catch, baitfish",,bit victim on torso & arm,N,,"arm, torso",minor lacerations,Male,15,,,,,,,,,,,,0,,,23,,,,,,,,,,media outlet,"green, sharpe, stead 1963, smh 29.1.1934",
320,January,1934,Injured,NSW,"queenscliff beach, sydney",-33.78333333,151.2833333,coastal,,Great White Shark,Carcharodon carcharias ,"shark behaviour, geographical location, direct observation",,4,other: media report,unprovoked,,1,swimming,,,,,,bit victim on leg,N,,leg,major lacerations,Male,22,,,,,,,,,,,1500,,,,,1,0,40,,,,,,,media outlet,"sharpe, green, shark&survl, smh 8.1.1934",
321,January,1934,Uninjured,QLD,"gloucester island, bowen",-20,148.45,island open ocean,,Tiger Shark,Galeocerdo cuvier ,"shark behaviour, geographical location, direct observation",,,,provoked,,1,snorkelling,,Y,other animal in area,other sealife (dolphins),,attacked victim,,Y,other: uninjured,,Male,,,,,,,,fought off shark with harpoon,shark released victim permanently ,,,,,,,,,,,,,,,,,media outlet,the queenslander 5.7.1934,
322,February,1934,Injured,QLD,"torres strait, adolphus channel ",-10.6,142.6166667,island open ocean,,Tiger Shark,Galeocerdo cuvier ,direct observation,,2.8,witness/victim,provoked,,2,spearfishing,,,,"spearfishing, baitfish",in front,attempted to bite leg,Y,,thigh,abrasion,Male,,,,,,,,punched and kicked shark,,,3,,,,,,,,,,,,,,,book,"sharpe, green, baldridge",
323,March,1934,Fatal,NSW,"dee why beach, sydney",-33.75,151.3,coastal,,Great White Shark,Carcharodon carcharias ,"shark behaviour, geographical location, direct observation",,4,other: media report,unprovoked,,1,swimming,,,,swimming,,bit victim on legs,N,,"leg, pelvic region",major lacerations,Male,17,,,,,,,,,1,,1500,0,,,23,1,,40,,calm,,,,,media outlet,"baldridge, green, smh & the telegraph 13.3.1934",
324,April,1934,Injured,QLD,"currumbin beach, gold coast",-28.15,153.4833333,coastal,,Tiger Shark,Galeocerdo cuvier ,"bite analysis, shark behaviour, geographical location, direct observation",,2,bite radius estimation,unprovoked,,1,swimming,,,,,,bit victim on leg,N,,calf,minor lacerations,Male,34,,,,,,,,,,,920,0,,20,,,0,30,,,,,,,media outlet,"green, shark&survl, whitely, the courier mail 16.4.1934",
325,April,1934,Fatal,NSW,"manly, north steyne, sydney",-33.78333333,151.2833333,coastal,,Great White Shark,Carcharodon carcharias ,"bite analysis, shark behaviour, geographical location",,3.5,witness/victim,unprovoked,,1,swimming,,,,,,bit victim on leg,N,,"leg, torso",major lacerations,Male,16,,,,,,,,,1,,1230,0,,,21,,,80,,,,,,,media outlet,"sharpe, green, smh 2.4.1934",
326,August,1934,Fatal,QLD,"cardwell, off eva island",-18.23333333,146.3166667,coastal,,Tiger Shark,Galeocerdo cuvier ,"shark behaviour, geographical location, direct observation",,,,unprovoked,,3,swimming,,,,,below,bit victim on body,N,,torso,,Male,,,,,,,,,,,,,1,,1,,,,,,,,,,,media outlet,"green, whitely, newspapers, the argus 27.8.1934",
327,October,1934,Fatal,QLD,"torres strait, warrior reef",-9.966666667,143.2666667,island open ocean,,Tiger Shark,Galeocerdo cuvier ,"shark behaviour, geographical location",,,,provoked,,,snorkelling,,Y,,,,bit  victim on arm,N,,arm,major lacerations,Male,,,,,,,,,,,,,,,,,,,,,,,,,,media outlet,"coppleson 1958, cairns post 12.12.1934",
328,October,1934,Fatal,NT,"red cliff, cobourg peninsula",-11.66666667,132.5166667,coastal,,Tiger Shark,Galeocerdo cuvier ,"bite analysis, shark behaviour, geographical location, direct observation",,4.5,other: media report,unprovoked,,1,swimming,,,,swimming,,bit victim on leg,N,,"arm, torso, thigh",major lacerations,Female,,,,,,,,,,4,,,,,,,,,,,,,,,,media outlet,"northern standard 26.10.1934, smh 1934",
329,December,1934,Injured,NSW,"georges river, milpera, sydney",-33.95,151.9666667,river,,Bull Shark,Carcharhinus leucas,"bite analysis, shark behaviour, geographical location",,3.6,other: measured captured shark,unprovoked,,1,swimming,,,,,,bit victim on arms,N,,arm,major lacerations,Female,13,,,,,,,,,1,,2000,0,,,,1,,9,,,,,,,media outlet,"sharpe, green, shark&survl, the canberra times 1.1.1935",
330,December,1934,Fatal,NSW,"georges river, milperra bridge",-33.93333333,150.9666667,river,,Bull Shark,Carcharhinus leucas,"bite analysis, shark behaviour, geographical location",,3.6,,unprovoked,,1,swimming,,,,baitfish,behind,bit victim on leg,N,,calf,major lacerations,Male,20,,,,,,,,,0,2,1630,,,,21,,,18,,,,,,,media outlet,"sharpe, green, the canberra times 1.1.1935",
331,December,1934,Fatal,NSW,"brisbane waters, woy woy",-33.48333333,151.3,estuary/harbour,,Bull Shark,Carcharhinus leucas,"bite analysis, shark behaviour, geographical location",,,,unprovoked,,1,swimming,,,,,in front,bit victim on body,N,,torso,,Male,14,,,,,,,,,1,,1300,0,,0.1,20,3,,,,,,,,,media outlet,"sharpe, green, whitely, smh 24.12.1934",
332,December,1934,Injured,NSW,"brisbane waters, woy woy",-33.48333333,151.3,estuary/harbour,,Bull Shark,Carcharhinus leucas,"bite analysis, shark behaviour, geographical location",,,,unprovoked,,1,swimming,,,,,in front,grazed victim with fin,Y,,leg,abrasion,Female,12,,,,,,,,,1,,1300,1,,1,20,3,,,,,,,,,media outlet,"sharpe. baldridge. coppleson, the canberra times 24.12.1934",
333,January,1935,Fatal,QLD,"thursday island, torre strait",-10.56666667,142.2166667,island open ocean,,Tiger Shark,Galeocerdo cuvier ,"bite analysis, shark behaviour, geographical location, direct observation",,,,unprovoked,,,swimming,,,,,,,N,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,book,whitely. date?,
334,February,1935,Injured,NSW,"austinmer beach, wollongong",-34.3,150.9333333,coastal,,Great White Shark,Carcharodon carcharias ,bite analysis,other: doctor,,,unprovoked,,1,boarding,,,Board,boarding,,,N,,thigh,minor lacerations,Male,20,,,,,,,,,,,1730,,,,23,,,80,,,,,,,media outlet,"coppleson, green. whitley, the argus 15.2.1935",
335,March,1935,Fatal,NSW,"maroubra beach, sydney",-33.93333333,151.25,coastal,,Great White Shark,Carcharodon carcharias ,"bite analysis, shark behaviour, geographical location",,4.2,other: book,unprovoked,,1,swimming,,,,,,bit victim on torso,N,,"arm, torso, pelvic region",major lacerations,Male,,,,,,,,,,,,1230,,,,23,,,10,,,,,,,media outlet,"coppleson, green, sharpe, the canberra times 11.3.1935",
336,March,1935,Injured,QLD,mackay (100 mile south),-21.16666667,149.2333333,coastal,,Whaler Shark,Carcharhinidae,"bite analysis, shark behaviour, geographical location",,,,unprovoked,,1,snorkelling,,,,,behind,bit victim on body,N,,"leg, pelvic region",other: teeth marks,Male,,,,,,,,,,,,,8,,,,,,,,,,,,,media outlet,"green, shark&survl, whitely, the argus 1.4.1935",
337,March,1935,Injured,QLD,lizard island,-14.66666667,145.45,island open ocean,,Tiger Shark,Galeocerdo cuvier ,,other: report,3.2,witness/victim,provoked,,1,snorkelling,,Y,,,,bit thigh,N,,"hand, thigh",major lacerations,Male,,,,,,,,pushed shark away,,,,,,,,,,,,,,,,,,media outlet,"green, whitely, the argus 20.3.1935",
338,March,1935,Fatal,NSW,"north narrabeen, sydney",-33.7,151.3,coastal,,Great White Shark,Carcharodon carcharias ,,researcher,4.2,witness/victim,unprovoked,,1,swimming,,,,swimming,,bit victim on leg,N,,thigh,major lacerations,Male,22,,,,,,,,,,,1730,0,,,24,,,10,,,,,,,media outlet,"sharpe, green, the canberra times 4.3.1935",
339,May,1935,Injured,QLD,"torres strait, warrior reef",-9.4,142.6666667,island open ocean,,Whaler Shark,Carcharhinidae,"bite analysis, shark behaviour, geographical location",,,,provoked,,,snorkelling,,Y,,,,,N,,"arm, hand",minor lacerations,Male,,,,,,,,,,,,,,,,,,,,,,,,,,book,"green, whitely.",
340,August,1935,Fatal,QLD,"torres strait, yule entrance",-9.4,142.6666667,coastal,,Tiger Shark,Galeocerdo cuvier ,"bite analysis, shark behaviour",,,,provoked,,1,snorkelling,,Y,,,,,N,,thigh,major lacerations,Male,,,,,,,,,,,,,,,,,,,,,,,,,,media outlet,the western australian 27.8.1935,
341,November,1935,Injured,QLD,innisfail (near),-17.53333333,146.0166667,island open ocean,,Tiger Shark,Galeocerdo cuvier ,"bite analysis, shark behaviour",,,,provoked,,1,snorkelling,,Y,,,,bit victim on torso,N,,"arm, shoulder",minor lacerations,Male,,,,,,,,hid from shark behind coral head,,,,,0,,,,,,,,,,,,,media outlet,"green, shark&survl, the canberra times 15.11.1935",
342,January,1936,Uninjured,NSW,"bondi beach north, sydney",-33.88333333,151.2666667,coastal,,Great White Shark,Carcharodon carcharias ,,researcher,3.5,witness/victim,provoked,,1,boarding,,,Board,,,swam towards victim,Y,,other: uninjured,,Male,,,,,,,,hit shark with paddle,,,1,,,,,,,,,,,,,,,book,coppleson 1988ed. p. 59.,
343,January,1936,Injured,WA,"depuch island, cossack creek, dampier",-20.66666667,117.1833333,coastal,,Tiger Shark,Galeocerdo cuvier ,"bite analysis, shark behaviour",,,,provoked,,1,snorkelling,,Y,,,,bit victim on leg,N,,leg,major lacerations,Male,,,,,,,,,,,,,,,,,,,,,,,,,,book,"shark&survl, whitely.  date?",
344,January,1936,Fatal,SA,"west beach, adelaide",-34.9,137,coastal,,Great White Shark,Carcharodon carcharias ,"bite analysis, shark behaviour",,,,unprovoked,,1,swimming,,,,,,bit victim on body,N,,torso,,Male,16,,,,,,,,,,,1800,0,,,,,,,,,,,,,media outlet,"sharpe, green, the argus 23.1.1936",
345,February,1936,Fatal,NSW,"manly, south steyne,  sydney",-33.78333333,151.2833333,coastal,,Great White Shark,Carcharodon carcharias ,"bite analysis, shark behaviour, geographical location",,6,witness/victim,unprovoked,,1,swimming,,,,swimming,,,N,,other: body not recovered,,Male,14,,,,,,,,,,1,1500,0,,,23,2,,100,,,,,,,media outlet,"sharpe, green, shark&survl, the canberra times 5.2.1936",
346,February,1936,Uninjured,QLD,brisbane river,-27.43333333,153.0833333,river,,Bull Shark,Carcharhinus leucas,"shark behaviour, geographical location, direct observation",,3.1,other: media report,unprovoked,,1,unmotorised boating,,,Vessel,,,bit scull near stern ,,,other: uninjured,,Male,,,,,,,,paddled to shore,,,,,,,,,,,12,,,,,,,media outlet,sun news 20.2.1936,
347,March,1936,Injured,QLD,cape direction,-12.78333333,143.6,island open ocean,,Tiger Shark,Galeocerdo cuvier ,"bite analysis, shark behaviour",,,,provoked,,1,snorkelling,,Y,,,,bit victim on arm,N,,arm,major lacerations,Male,,,,,,,,,,,,,,,,,,,,,,,,,,media outlet,"coppleson 1958, smh 9.4.1936",
348,March,1936,Injured,QLD,forbes island,-12.16666667,143.3833333,river,,Whaler Shark,Carcharhinidae,"bite analysis, shark behaviour, geographical location",,,,unprovoked,,,swimming,,,,,,,N,,"arm, hand",minor lacerations,Male,,,,,,,,,,,,,,,,,,,,,,,,,,book,"green, shark&survl, whitely.",
349,April,1936,Injured,QLD,"arlington reef, green island",-16.7,146.05,Ocean/pelagic,,Tiger Shark,Galeocerdo cuvier ,"bite analysis, direct observation",,4,witness/victim,provoked,,1,snorkelling,,Y,,,,bit  victim on arm,N,,"arm, torso, foot",major lacerations,Male,16,,,,,,,,,,,,,,5,,,,,,,,,,,media outlet,"green, shark&survl, smh 23.4.1936",
